System ID,Climate,STCs,CER Size,Description,Fuel,Energisation,Function,a,b,c,d,,Notes
STG-2-17,2,17,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.56121,88.56794,-460.959,1605.651,,
STG-2-18,2,18,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-4.31045,192.5994,-957.707,3271.048,,
STG-2-19,2,19,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-4.16062,188.1931,-974.147,3203.882,,
STG-2-20,2,20,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-4.01078,183.7869,-990.586,3136.715,,
STG-2-21,2,21,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-3.77343,175.968,-981.835,3077.698,,
STG-2-22,2,22,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-3.5142,167.2959,-966.787,3020.719,,
STG-2-23,2,23,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-3.25496,158.6239,-951.738,2963.74,,
STG-2-24,2,24,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-2.99573,149.9518,-936.69,2906.761,,
STG-2-25,2,25,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.638496,34.68411,17.92354,1157.767,,
STG-2-26,2,26,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.65717,33.65744,-5.65443,1176.27,,
STG-2-27,2,27,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.675843,32.63076,-29.2324,1194.773,,
STG-2-28,2,28,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.694516,31.60409,-52.8104,1213.276,,
STG-2-29,2,29,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.71319,30.57741,-76.3884,1231.78,,
STG-2-30,2,30,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.731863,29.55074,-99.9663,1250.283,,
STG-2-31,2,31,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.776401,26.86332,-101.674,1222.759,,
STG-2-32,2,32,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.846804,22.51516,-81.5112,1149.209,,
STG-2-33,2,33,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.917208,18.167,-61.3484,1075.659,,
STG-2-34,2,34,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.987611,13.81884,-41.1856,1002.109,,
STG-2-35,2,35,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,1.058014,9.47068,-21.0228,928.5583,,
STG-2-36,2,36,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,1.128417,5.12252,-0.86007,855.0081,,
STG-2-37,2,37,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,1.126468,2.578787,6.733634,806.8797,,
STG-2-38,2,38,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,1.076283,1.238005,5.947953,775.6994,,
STG-2-39,2,39,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,1.026098,-0.10278,5.162272,744.519,,
STG-2-40,2,40,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.973641,-1.42485,4.466146,713.3321,,
STG-2-41,2,41,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.900738,-2.57852,4.576015,682.0857,,
STG-2-42,2,42,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.827835,-3.73219,4.685883,650.8393,,
STG-2-43,2,43,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.723842,-4.32493,6.083923,614.0592,,
STG-2-44,2,44,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.563293,-3.62188,-1.23539,587.3742,,
STG-2-45,2,45,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.296067,0.282351,-33.701,600.7759,,
STG-3-11,3,11,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.16009,53.91578,479.3895,516.226,,
STG-3-12,3,12,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.17168,55.93939,398.0708,542.2888,,
STG-3-13,3,13,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.15201,56.89358,316.1968,616.8018,,
STG-3-14,3,14,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.12887,57.72894,234.2612,696.6981,,
STG-3-15,3,15,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.10573,58.56431,152.3255,776.5944,,
STG-3-16,3,16,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-1.04092,57.69104,83.33325,838.4819,,
STG-3-17,3,17,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.87889,52.83099,44.54218,858.349,,
STG-3-18,3,18,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.71686,47.97093,5.751116,878.216,,
STG-3-19,3,19,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.56308,41.86466,-13.1628,856.4545,,
STG-3-20,3,20,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.42097,35.76223,-34.4567,836.2847,,
STG-3-21,3,21,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.2949,29.47866,-53.97,808.4426,,
STG-3-22,3,22,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.83929,54.12975,119.5048,912.8138,,
STG-3-23,3,23,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.82188,54.25838,75.08625,945.7854,,
STG-3-24,3,24,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.74365,51.71982,57.0718,946.3419,,
STG-3-25,3,25,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.66542,49.18127,39.05734,946.8984,,
STG-3-26,3,26,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.58719,46.64271,21.04289,947.4548,,
STG-3-27,3,27,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.50896,44.10415,3.028436,948.0113,,
STG-3-28,3,28,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.43718,41.136,-7.39329,932.9321,,
STG-3-29,3,29,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.36702,38.06044,-15.9168,913.9439,,
STG-3-30,3,30,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.29686,34.98489,-24.4404,894.9556,,
STG-3-31,3,31,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.24786,32.33134,-34.3241,879.7534,,
STG-3-32,3,32,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.170621,17.56837,219.5061,430.6241,,
STG-3-33,3,33,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.186052,16.73569,205.0853,439.9767,,
STG-3-34,3,34,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.201483,15.90301,190.6644,449.3292,,
STG-3-35,3,35,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.216914,15.07033,176.2436,458.6818,,
STG-3-36,3,36,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.232345,14.23765,161.8227,468.0344,,
STG-3-37,3,37,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.232726,13.70519,146.6624,479.8719,,
STG-3-38,3,38,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.233107,13.17273,131.502,491.7095,,
STG-3-39,3,39,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.233488,12.64027,116.3416,503.547,,
STG-3-40,3,40,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.234688,12.04399,102.1486,513.3168,,
STG-3-41,3,41,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.237799,11.29877,90.21272,518.2617,,
STG-3-42,3,42,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.24091,10.55356,78.27685,523.2066,,
STG-3-43,3,43,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.238931,9.91631,66.19676,528.4097,,
STG-3-44,3,44,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.231863,9.387019,53.97245,533.8709,,
STG-3-45,3,45,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.220041,9.003392,40.35425,543.6929,,
STG-4-13,4,13,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.73992,39.35457,507.1789,456.0696,,
STG-4-14,4,14,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.73755,40.65351,430.7565,529.9654,,
STG-4-15,4,15,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.66549,38.83841,382.8535,555.1283,,
STG-4-16,4,16,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.576,36.24479,342.0804,568.108,,
STG-4-17,4,17,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.50914,34.06624,297.9672,588.8263,,
STG-4-18,4,18,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.4649,32.30275,250.5141,617.2834,,
STG-4-19,4,19,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.41754,30.25557,200.2009,649.6772,,
STG-4-20,4,20,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.36395,27.77021,157.3338,668.2872,,
STG-4-21,4,21,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.32201,25.56699,117.3075,692.1588,,
STG-4-22,4,22,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.25124,21.91194,86.83942,671.2997,,
STG-4-23,4,23,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.20863,19.21599,53.13449,658.5717,,
STG-4-24,4,24,Small,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.19058,17.33531,8.556169,675.3212,,
STG-4-25,4,25,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.61169,41.1101,183.2377,911.3411,,
STG-4-26,4,26,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.57994,39.70336,162.2726,910.4431,,
STG-4-27,4,27,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.54838,38.29593,141.4559,909.6428,,
STG-4-28,4,28,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.51858,36.88224,121.9742,909.7224,,
STG-4-29,4,29,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.48879,35.46855,102.4925,909.8019,,
STG-4-30,4,30,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.45452,33.7673,86.20276,902.4932,,
STG-4-31,4,31,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.42146,32.0863,69.96613,896.2051,,
STG-4-32,4,32,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.39525,30.61409,52.52316,897.2829,,
STG-4-33,4,33,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.36001,28.70506,39.54021,882.2414,,
STG-4-34,4,34,Medium,Solar-gas,Gas+Elec,Continuous,Main+Sec,-0.31717,26.42748,30.43214,853.8223,,
STG-4-35,4,35,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.216954,9.0031,340.2743,341.4218,,
STG-4-36,4,36,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.21305,8.870246,321.2547,357.1115,,
STG-4-37,4,37,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.209145,8.737393,302.2351,372.8013,,
STG-4-38,4,38,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.202154,8.702094,283.1655,391.7161,,
STG-4-39,4,39,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.193839,8.708603,264.0744,412.0132,,
STG-4-40,4,40,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.187837,8.597831,246.1645,427.7664,,
STG-4-41,4,41,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.185305,8.311137,230.0264,436.7038,,
STG-4-42,4,42,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.185128,7.909765,215.334,441.0899,,
STG-4-43,4,43,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.186118,7.448603,201.6213,442.4965,,
STG-4-44,4,44,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.183492,7.137385,188.0505,444.3954,,
STG-4-45,4,45,Large,Solar-gas,Gas+Elec,Continuous,Main+Sec,0.17662,6.935308,172.4202,449.0501,,
SHP-1-12,1,12,Small,Heat-pump,Electricity,Any,Main,0.091959,-3.24906,416.9757,724.4109,,
SHP-1-13,1,13,Small,Heat-pump,Electricity,Any,Main,0.140995,-5.09324,391.9601,596.5096,,
SHP-1-14,1,14,Small,Heat-pump,Electricity,Any,Main,0.106084,-3.92744,341.742,518.0808,,
SHP-1-15,1,15,Small,Heat-pump,Electricity,Any,Main,0.12252,-4.02327,299.2533,418.68,,
SHP-1-16,1,16,Small,Heat-pump,Electricity,Any,Main,0.003196,-0.21575,225.1419,362.5159,,
SHP-1-17,1,17,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-1-18,1,18,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-1-19,1,19,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-1-20,1,20,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-1-21,1,21,Medium,Heat-pump,Electricity,Any,Main,-0.11394,3.672794,377.3078,889.6594,,
SHP-1-22,1,22,Medium,Heat-pump,Electricity,Any,Main,0.079148,-2.91181,405.5427,707.1847,,
SHP-1-23,1,23,Medium,Heat-pump,Electricity,Any,Main,0.140995,-5.09324,391.9601,596.5096,,
SHP-1-24,1,24,Medium,Heat-pump,Electricity,Any,Main,0.113361,-4.27208,355.4771,536.9144,,
SHP-1-25,1,25,Medium,Heat-pump,Electricity,Any,Main,0.086116,-3.24941,317.6632,487.5951,,
SHP-1-26,1,26,Medium,Heat-pump,Electricity,Any,Main,0.104405,-3.46358,288.6682,410.2126,,
SHP-1-27,1,27,Medium,Heat-pump,Electricity,Any,Main,0.017766,-0.78678,238.044,369.7161,,
SHP-2-12,2,12,Small,Heat-pump,Electricity,Any,Main,-0.20349,6.964294,312.3135,1100.123,,
SHP-2-13,2,13,Small,Heat-pump,Electricity,Any,Main,-0.06813,1.556065,332.3473,897.5665,,
SHP-2-14,2,14,Small,Heat-pump,Electricity,Any,Main,-0.03561,-0.34601,321.0789,644.3295,,
SHP-2-15,2,15,Small,Heat-pump,Electricity,Any,Main,-0.10352,3.020732,238.4,606.8925,,
SHP-2-16,2,16,Small,Heat-pump,Electricity,Any,Main,-0.10327,3.306375,201.6514,483.416,,
SHP-2-17,2,17,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-2-18,2,18,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-2-19,2,19,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-2-20,2,20,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-2-21,2,21,Medium,Heat-pump,Electricity,Any,Main,-0.15865,5.958818,346.8399,1186.423,,
SHP-2-22,2,22,Medium,Heat-pump,Electricity,Any,Main,-0.20654,7.046388,310.3285,1097.758,,
SHP-2-23,2,23,Medium,Heat-pump,Electricity,Any,Main,-0.08714,2.257782,328.3939,913.4675,,
SHP-2-24,2,24,Medium,Heat-pump,Electricity,Any,Main,-0.04937,0.219897,317.7608,662.5108,,
SHP-2-25,2,25,Medium,Heat-pump,Electricity,Any,Main,0.048709,-2.67293,315.7726,536.6234,,
SHP-2-26,2,26,Medium,Heat-pump,Electricity,Any,Main,-0.14158,4.444148,219.0569,624.4597,,
SHP-2-27,2,27,Medium,Heat-pump,Electricity,Any,Main,-0.11757,3.80445,198.9913,505.4383,,
SHP-3-15,3,15,Small,Heat-pump,Electricity,Any,Main,-0.06704,1.191972,370.5599,871.2239,,
SHP-3-16,3,16,Small,Heat-pump,Electricity,Any,Main,0.021633,-1.57779,355.8127,734.8127,,
SHP-3-17,3,17,Small,Heat-pump,Electricity,Any,Main,-0.03585,0.867925,298.1977,712.0684,,
SHP-3-18,3,18,Small,Heat-pump,Electricity,Any,Main,-0.08908,3.134024,237.5608,649.535,,
SHP-3-19,3,19,Small,Heat-pump,Electricity,Any,Main,-0.02576,1.179161,226.33,484.0615,,
SHP-3-20,3,20,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-3-21,3,21,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-3-22,3,22,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-3-23,3,23,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-3-24,3,24,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-3-25,3,25,Medium,Heat-pump,Electricity,Any,Main,-0.00431,-0.21227,422.2786,935.3679,,
SHP-3-26,3,26,Medium,Heat-pump,Electricity,Any,Main,-0.09096,2.175161,376.6732,926.5617,,
SHP-3-27,3,27,Medium,Heat-pump,Electricity,Any,Main,-0.02828,0.010807,366.9917,815.4698,,
SHP-3-28,3,28,Medium,Heat-pump,Electricity,Any,Main,0.021633,-1.57779,355.8127,734.8127,,
SHP-3-29,3,29,Medium,Heat-pump,Electricity,Any,Main,-0.01476,0.035185,314.6308,715.5944,,
SHP-3-30,3,30,Medium,Heat-pump,Electricity,Any,Main,-0.07407,2.377267,268.4128,705.6776,,
SHP-3-31,3,31,Medium,Heat-pump,Electricity,Any,Main,-0.08856,3.117396,237.4808,648.248,,
SHP-3-32,3,32,Medium,Heat-pump,Electricity,Any,Main,-0.03725,1.510446,229.2911,520.3298,,
SHP-4-17,4,17,Small,Heat-pump,Electricity,Any,Main,-0.05482,1.052501,360.4329,919.6669,,
SHP-4-18,4,18,Small,Heat-pump,Electricity,Any,Main,-0.01208,-0.20752,340.2577,813.6756,,
SHP-4-19,4,19,Small,Heat-pump,Electricity,Any,Main,-0.04509,1.461461,284.3235,758.8037,,
SHP-4-20,4,20,Small,Heat-pump,Electricity,Any,Main,-0.0402,1.692374,251.4177,669.3087,,
SHP-4-21,4,21,Small,Heat-pump,Electricity,Any,Main,-0.00793,0.686707,235.9651,520.9468,,
SHP-4-22,4,22,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-4-23,4,23,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-4-24,4,24,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-4-25,4,25,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-4-26,4,26,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-4-27,4,27,Medium,Heat-pump,Electricity,Any,Main,-0.09207,2.985385,385.4124,1095.988,,
SHP-4-28,4,28,Medium,Heat-pump,Electricity,Any,Main,-0.08856,2.322809,372.1592,1024.98,,
SHP-4-29,4,29,Medium,Heat-pump,Electricity,Any,Main,-0.05818,1.165128,363.2759,935.8502,,
SHP-4-30,4,30,Medium,Heat-pump,Electricity,Any,Main,-0.01775,-0.23953,355.6271,837.7787,,
SHP-4-31,4,31,Medium,Heat-pump,Electricity,Any,Main,-0.01985,0.185184,327.0967,800.7645,,
SHP-4-32,4,32,Medium,Heat-pump,Electricity,Any,Main,-0.03927,1.166936,294.1942,768.487,,
SHP-4-33,4,33,Medium,Heat-pump,Electricity,Any,Main,-0.04268,1.575559,268.0641,714.5826,,
SHP-4-34,4,34,Medium,Heat-pump,Electricity,Any,Main,-0.03923,1.738557,244.8366,651.4096,,
SHP-4-35,4,35,Medium,Heat-pump,Electricity,Any,Main,-0.00663,0.64288,235.5955,515.5109,,
SHP-5-17,5,17,Small,Heat-pump,Electricity,Any,Main,0.025523,-3.21285,408.4101,920.6249,,
SHP-5-18,5,18,Small,Heat-pump,Electricity,Any,Main,0.017442,-2.47,360.9696,801.5584,,
SHP-5-19,5,19,Small,Heat-pump,Electricity,Any,Main,-0.07304,1.555914,288.6392,782.7086,,
SHP-5-20,5,20,Small,Heat-pump,Electricity,Any,Main,-0.09518,2.996749,246.8648,683.4194,,
SHP-5-21,5,21,Small,Heat-pump,Electricity,Any,Main,-0.04855,1.692214,238.1146,505.2433,,
SHP-5-22,5,22,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-5-23,5,23,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-5-24,5,24,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-5-25,5,25,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-5-26,5,26,Small,Heat-pump,Electricity,Any,Main,a,b,c,d,,Not covered by industry tables
SHP-5-27,5,27,Medium,Heat-pump,Electricity,Any,Main,-0.23905,8.302842,322.1053,1421.644,,
SHP-5-28,5,28,Medium,Heat-pump,Electricity,Any,Main,-0.13073,3.295425,366.6909,1156.862,,
SHP-5-29,5,29,Medium,Heat-pump,Electricity,Any,Main,-0.00962,-1.88746,406.2076,980.5941,,
SHP-5-30,5,30,Medium,Heat-pump,Electricity,Any,Main,0.041395,-3.76067,404.6988,876.4071,,
SHP-5-31,5,31,Medium,Heat-pump,Electricity,Any,Main,0.045885,-3.72081,382.93,804.4329,,
SHP-5-32,5,32,Medium,Heat-pump,Electricity,Any,Main,-0.02277,-0.70161,329.9221,797.4945,,
SHP-5-33,5,33,Medium,Heat-pump,Electricity,Any,Main,-0.07596,1.745842,283.1325,769.6205,,
SHP-5-34,5,34,Medium,Heat-pump,Electricity,Any,Main,-0.09307,2.859215,250.8524,692.897,,
SHP-5-35,5,35,Medium,Heat-pump,Electricity,Any,Main,-0.09134,3.241526,226.4615,589.9594,,
